Darija (Arabic),English
حداه حيت طبعا هو كان ركب بعد ماقال ديك الجملة .. يحيى ~ صباح الخير,"Next to him because, of course, he got in after saying that sentence... Yahya ~ Good morning."
.. بقات ساااكتة شوية عاد ردات .. ~ صباح النور .. يحيى ~ كتفكري بشمن,.. She stayed silent for a while before responding .. ~ Good morning .. Yahya ~ What are you thinking about?
لغة تجاوبي .. دارت كتشوف مشوكية غير دور عينيه وهي ترجعهوم للشرجم .. حتا كتشوفو,"The language responds... She kept glancing nervously, just turning her eyes before returning them to the window... until she saw him."
بلاصا حدا واحد الكافي نزل قلبات شفايفها وتمات تاهية نازلة تابعاه .. مشاو شدو طبلة,"A place near a café, she turned her lips and followed him as she went down... They went and took a table."
وكلسو حيد النضاضر وحطهوم معا الكونطاكط والتيليفون فوق الطبلة وطلع يدو شير للنادل .. نوار,"They sat down, took off their glasses, placed them with the contacts and phone on the table, and raised their hand to signal the waiter... classy."
~ واخا تشرحلي علاش جبتيني لهنا يجيى ~ امم شنو بانليك .. نوار ~ شرحلي,"~ Even if you explain to me why you brought me here ~ Umm, what do you think... Noir ~ Explain to me."
... يحيى ~ أنا مريض عندك ومن واجبك توافقي هاد المريض .. نوار ~ واخا,"... Yahya ~ I am your patient, and it is your duty to agree with this patient.  
Nour ~ Okay."
اليوم بغيت نعرف عليك كولشي يحيى ~ شنو باغا تعرفي عليا مثلا .. نوار ~,"Today, I want to know everything about you, Yahya ~ What do you want to know about me, for example? .. Nawar ~"
مم فين خدام .. ! علاش كنتي فألمانيا .. ؟مهيم أسئلة بحال هاكا .. يحيى,"""Where do you work ..! Why were you in Germany ..? Anyway, questions like that .. Yahya"""
~ أنا الالة المدير المالي لشركة ديال السيارات فألمانيا .. قريت هنا فالأول ولكن فالأخير,"~ I am the financial manager of a car company in Germany .. I studied here at first, but in the end..."
كملت قرايتي تم وكملت تم .. بدا كيشرح ليا على خدمتو وأنا نكذب عليكوم ماشديت,"I finished my studies there and finished there... He started explaining his work to me, and to be honest with you, I didn't pay attention."
منها غير داك الصوت الرجولي لي كيشرح بيه وبعد المرات كحنحن وتخرج داك البحة الرجولية,"It's just that masculine voice he uses to explain, and sometimes he clears his throat, and that deep masculine tone comes out."
احح كنذوب أنا فيه خفت عليه غير من عيني حتا كيسدلي فمي دون شعور بحالي,"Oh, I’m melting for him, I’m so scared for him that even my eyes betray me, and he silences me without me realizing it."
فيقني .. يحيى ~ سدي فمك الموت كادور .. ولات حمررةةةة حشماات ومركاات حيت عاق,"Wake me up .. Yahya ~ Shut your mouth, death is circling .. It has become shamelessness and disgrace because it got exposed."
بيها كيفاش حالة فمها فيه .. رجعات توكضات وهو ينطق .. يحيى ~ ونتي عاودلي,"With it, how her mouth's condition is... She came back running, and he said... Yahya ~ And you, tell me again."
شوية على حياتك اليوم خليني أنا نسمعليك نتي عيتي ماتسمعيلي .. اااه عييت مانسمعليك ومنشبعش,"A little about your life today, let me listen to you; you're tired of listening to me... Ah, I'm tired of listening to you, but I never get enough."
منك .. نوار ~ مم شنو بغتي تعرف صراحة حياتي دازت مملة .. عادي يعني,"From you .. a flower ~ Umm, what do you want to know? Honestly, my life has been boring .. just normal."
ولكن هادا نهائيا ماعتابرتوش حزن بلعكس كملت حياتي عادي وحتارمت حرية واليديا وراحتهوم قريت فمدرسة,"However, I never considered this sadness; on the contrary, I continued my life normally, respected my parents' freedom and comfort, and studied at school."
بريطانيا للطب وكيفما كتشوف دابا هانا طبيبة وساكنة معا بابا سيليباطير وبعد المرات كنمشي نبات,"Britain for medicine, and as you can see now, I’m a doctor living with my single father, and sometimes I go spend the night."
معا ماما سي تو .. يحيى ~ علاش طبيبة نفسية بالضبط ؟ .. نوار ~,"With Mama, it's you.. Yahya ~ Why a psychologist specifically? .. Nawar ~"
هو صراحة من بعد طلاق واليديا لاحضت شحال تعذبات ماما لدرجة دخلات فحالة إكتئاب وقاسات,"Honestly, after my parents' divorce, I noticed how much my mom suffered to the point she fell into depression and endured a lot."
بزاف فحياتها .. لهادا مين كبرت فكرت علاش منكونش طبيبة نفسية ونشارك أي واحد فهمومو,"A lot in her life... That's why when she grew up, she thought, why not become a psychologist and share anyone's burdens?"
ونحاول نخلصو منهوم .. يحيى ~ ( بنبرة إستهزاء ) كيعجبك تشفقي على الواحد ..,"""And we try to get rid of them... Yahya ~ (mockingly) You like to pity someone..."""
نوار ~ لا لا مافهمتينيش ماشي هاكاك ولكن كيعجبني نخلص الواحد من الحزن ديالو ..,"Nour ~ No, no, you misunderstood me, it's not like that, but I like to help someone out of their sadness."
يحيى ~ ونتي شكون غايخلصك من همومك .. بقات كتشوف فيه مدة ساكتة وغير كتشوف,"Yahya ~ ""And who will relieve you of your worries?"" She kept looking at him silently, just staring."
ماعرفات باش تجاوبو ولكن لاحض عينيها لي قربو يعمرو بدموع حس بلي قاسها فنبض الأحاسيس,"She didn't know how to respond, but he noticed her eyes filling with tears, sensing that he had touched her deeply."
.. يحيى ~ احم إلى كملتي فطورك يالاه نمشيو .. نهار كامل وهي كتفكر فكلامو,".. Yahya ~ Ahmed, if you’ve finished your breakfast, let’s go .. She spent the whole day thinking about his words."
بصح عندو الحق شكون غايخلصني من همومي لطالما حيدت لشحال من واحد همومو لطالما حاولت,"""But he's right, who will relieve me of my worries when I've always relieved others of theirs, always tried?"""
نغرس فأي واحد جا لعندي حس إبغي الحياة من جديد إحبها بكل ما فيه إعيطي,"I instill in anyone who comes to me a sense of loving life anew, loving it with all they have, and calling out to it."
لنفسو فرصة إشوف الحياة بإجابية .. ولكن دابا أنا اه ماقادراش نطبق داكشي .. ولا,"Give himself a chance to see life positively... but right now, I can't apply that... or..."
كيبانليا كندير تناقض مع نفسي ومحيطي ... واش هاكا كنت كنكذب على الناس .. أه,It seems to me that I contradict myself and my surroundings... Was I lying to people like this... Yes.
كاينين لي بصح خلصتهوم من همومهوم .. اه بصح أنا من نضرة وحدة كنعرف بنادم,"There are those I truly freed from their worries... Yes, but with just one look, I can understand a person."
واش فرحان ولا لا ... ولكن دابا شكون غايفهمني ... شكون غايشوف الحزن لي فعينيا,Are you happy or not ... but now who will understand me ... who will see the sadness in my eyes?
.. هي براتو هي خرجاتو من الصدمة ديالو ولكن دابا شكون غايخرجها من الحزن ديالها,".. He recovered from his shock, but now who will help her out of her sadness?"
هزات ورقة وقلم كان حداها وكتبات عليها ... كُــنْـــتُ دَوَاءً لــدَائِهِ فأَصْـبَحَ دَوَاءً لِــدَائِـــي وهكا,"She picked up a paper and pen that were next to her and wrote on it ... ""I was a remedy for his ailment, and he became a remedy for mine."""
دازت سيمانة كنا تقريبا كل نهار كنطلاقاو كيكون غالبا كينتاضرني حدا باب العمارة ولكن فعلا,"A week passed, we were almost meeting every day, and he was often waiting for me by the building's door, but really..."
